"_id","_rev","roomRef","joined","LPG_MQ9_Level","CH4_MQ9_Level","CO_MQ9_Level","CO_MQ135_Level","Alcool_MQ135_Level","CO2_MQ135_Level","Toluen_MQ135_Level","MH4_MQ135_Level","Aceton_MQ135_Level","O3_MQ131_Level","Temperatura_Level","Humidade_Level","QualityAirConcept","CO_MQ9_Level_IQAR","CO_MQ135_Level_IQAR","O3_MQ131_Level_IQAR","CalcHeatIndex","TargetConcept"
"ade48246-10a5-4d05-843d-72774c6f3780","1-00a3c95de828954eb365df86669c3742","sensor_002-room:002","29/02/24,12:39",1.35,1.43,0.68,31.15,7.03,12.78,3.35,15.85,2.74,3.3,28.9,76,"Péssima",4.444444444444445,288.7941176470588,1.2000000000000002,33.64541668876723,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"ae3fe66b-c4b2-4594-a87c-bdf592681eb3","1-cddd6caedb031232db31bf77024899e0","sensor_001-room:001","01/03/24,16:37",4.18,5.61,2.17,3820.38,342.2,421.66,225.38,325.17,167.76,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"b01cdbd3-acea-4484-9257-9f0b92665bf8","1-7f15650439b01fb2864801ced5d67dc8","sensor_001-room:001","01/03/24,14:57",6.76,10.03,3.55,197.51,31.27,48.95,16.87,50.58,13.3,4.98,,,"Boa",17.77777777777778,0,2,,"Não encontrado"
"b073b3c5-7f48-467e-987f-ea796fd4b8ad","1-93cfaaa71141bc060273543c872487d7","sensor_001-room:001","01/03/24,16:46",4.5,6.14,2.34,3775.83,338.98,418.08,223.08,322.78,166.09,4.46,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"b085c50b-d1f1-4648-a186-dee954bdadc2","1-70d173e48460acc6e5ef0e29f40062c5","sensor_001-room:001","01/03/24,17:17",4.18,5.61,2.17,2789.48,265.44,335.49,171.16,266.88,128.18,4.28,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"b0b58ef3-2261-45fa-a250-683b455aebf3","1-e242a0cb3e3c79b9fe632ae571e669e5","sensor_001-room:001","01/03/24,16:23",3.82,5.02,1.97,4163,366.78,448.83,242.97,343.19,180.56,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"b1113835-ab92-47b1-afa3-8be5ed00294e","1-91447c6b09d20d8e19caf7a377f55389","sensor_002-room:002","29/02/24,17:44",6.36,9.32,3.33,1.36,0.56,1.31,0.22,2.22,0.19,4.76,32.3,71,"Boa",13.333333333333334,4.444444444444445,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"b1a0cb25-0623-48ee-9e0b-d0ba0619f4e9","1-8e354245642512027ce5f2dbfaf059ff","sensor_001-room:001","01/03/24,13:01",12.06,20.24,6.43,44984564,664481.94,384012.38,822501.81,117286.8,510894.84,4.43,,,"Boa",26.666666666666668,0,1.6,,"Não encontrado"
"b2251a5b-9879-4cb5-92a7-5f8b2566aad8","1-2cb569169e4d40d3fed22604d442a722","sensor_001-room:001","01/03/24,16:20",3.42,4.4,1.76,3850.37,344.37,424.07,226.93,326.77,168.89,4.24,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"b2487ec2-d8a6-49a8-9dbb-58e42da8fab9","1-6887e80dde2ab4d7fadec31a882aca52","sensor_002-room:002","29/02/24,13:12",7.46,11.3,3.92,3.08,1.09,2.38,0.44,3.71,0.38,5.58,30.2,74,"Boa",17.77777777777778,13.333333333333334,2.4000000000000004,36.579356690747176,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"b337f436-3037-4e4c-a6bc-0d2e3d1f1237","1-06c971d66520f8db78048930a52452f7","sensor_002-room:002","29/02/24,17:49",6.4,9.38,3.35,1.48,0.6,1.4,0.23,2.34,0.2,4.76,32.3,71,"Boa",13.333333333333334,4.444444444444445,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"b3abd2c6-22fc-48b9-99aa-1c4ab9930a80","1-c6c99a6ba2847f23f2ea15f517fe3e30","sensor_001-room:001","01/03/24,16:03",3.69,4.82,1.91,11.36,3.11,6.14,1.39,8.41,1.15,4,,,"Moderada",8.88888888888889,80,1.6,,"Não encontrado"
"b7831168-c2c9-4e5a-8354-e5d7d6df2c4c","1-cdb5742bcc19baf66c35f49ba4fc40fa","sensor_002-room:002","29/02/24,18:04",6.49,9.54,3.4,1.39,0.57,1.33,0.22,2.25,0.19,4.79,31.8,71,"Boa",13.333333333333334,4.444444444444445,2,40.181990233580194,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"b7a1027f-fe46-4c87-84bb-2aeedb87cfc7","1-d60218b8d0bc63f258bda51b127b5a38","sensor_001-room:001","01/03/24,16:39",4.24,5.71,2.2,3681.03,332.08,410.43,218.17,317.66,162.51,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"b7c68469-34eb-4e3e-9934-7f4e95c81cd8","1-9adbddf6f79a3dceacb04d9a796206d0","sensor_001-room:001","01/03/24,16:09",3.11,3.92,1.6,4362.26,380.9,464.35,253.12,353.42,187.93,4.26,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"b7d7746f-ae5d-47b8-a1ec-83a7cc01b0d5","1-9fb663bc4df947904e1730e3c0b5c59f","sensor_002-room:002","29/02/24,15:33",7.56,11.48,3.98,2.63,0.96,2.12,0.39,3.36,0.33,5.16,31.3,73,"Boa",17.77777777777778,13.333333333333334,2,39.40094385767382,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"ba0238f7-6d43-4fcf-9981-652bd09603ef","1-b5842bcadf055867670c9df0ad055208","sensor_002-room:002","29/02/24,14:22",7.03,10.52,3.69,2.03,0.77,1.75,0.31,2.85,0.26,4.93,29.8,75,"Boa",17.77777777777778,8.88888888888889,2,35.757227789305055,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"bae3b365-8eab-45b2-a455-aa7ec362071d","1-c3afd1b720f2259ed492846073ddf278","sensor_001-room:001","01/03/24,17:47",5.13,7.17,2.67,4090.58,361.62,443.14,239.27,339.43,177.87,4.58,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"bb2be63f-a3df-4e5b-85fd-bda52d151674","1-68969f3d9520c42c7dd7eef68ce88c9b","sensor_001-room:001","01/03/24,16:11",3.1,3.9,1.59,4090.58,361.62,443.14,239.27,339.43,177.87,4.28,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"bc227a4f-95f5-4141-ad96-e74b1751eb6b","1-2b3f1b425e111374f443c181562de477","sensor_001-room:001","01/03/24,16:24",3.87,5.11,2,4027.24,357.09,438.14,236.03,336.12,175.51,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"bc6e5d4b-95ef-4cb4-948d-c9be7bcc681a","1-6b4a92cb982b0ac8798756df0e581801","sensor_002-room:002","29/02/24,15:48",7.64,11.63,4.02,2.76,0.99,2.19,0.4,3.46,0.34,5.12,30.8,74,"Boa",17.77777777777778,13.333333333333334,2,38.26408044994723,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"bca086cc-60eb-4b13-9f8d-6d1c273cdfce","1-d4ef464209ef3f317d59f57fae763cfc","sensor_001-room:001","01/03/24,16:51",4.54,6.19,2.36,4396.36,383.3,466.98,254.85,355.15,189.19,4.43,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"bcafd964-1b7b-447b-a706-686a3a9156be","1-5509f117141f9b16b8d9e43b56d2660a","sensor_002-room:002","29/02/24,15:38",7.62,11.6,4.01,2.59,0.94,2.09,0.38,3.32,0.33,5.14,30.8,73,"Boa",17.77777777777778,13.333333333333334,2,37.957135680473826,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"bd12db5f-4bda-44c1-91a5-94f067cd1764","1-e6ead43383e73ae076b8a8864b8a23ee","sensor_001-room:001","01/03/24,16:26",4,5.32,2.07,4439.35,386.33,470.3,257.03,357.33,190.77,4.41,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"bdb24806-5e36-4a62-a11c-a408882b06f7","1-237310bbc83e134dddcb97944867cf2a","sensor_002-room:002","29/02/24,16:48",7.82,11.97,4.12,2.09,0.79,1.8,0.32,2.91,0.27,5.17,31.8,71,"Boa",17.77777777777778,8.88888888888889,2,40.181990233580194,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"bdebaa0e-9576-47ea-bb8e-04fd9684af49","1-838a37083f5a147c35670584cec3349d","sensor_001-room:001","01/03/24,17:39",5.09,7.12,2.65,4171.13,367.36,449.47,243.39,343.61,180.86,4.56,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"bdf6988a-00ab-478d-bb8b-7495ca290c7c","1-4416c6285d1f788c0c98119faf3e4348","sensor_001-room:001","01/03/24,17:12",4.17,5.58,2.16,2665.33,255.85,324.57,164.48,259.35,123.28,4.24,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"be40c43c-73e5-408a-8ea0-ee6d76b359a1","1-b843a2f5054e2faa2390fa9f6d463ccd","sensor_001-room:001","01/03/24,16:07",3.01,3.77,1.55,4311.6,377.32,460.42,250.55,350.83,186.06,4.19,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"bf1a5e67-112c-4158-a2b8-16df0f788141","1-f18c656f977eeee015f8a81d29caa32e","sensor_001-room:001","01/03/24,15:42",8.97,14.14,4.75,3.61,1.23,2.67,0.51,4.09,0.43,6.37,28,69,"Boa",22.22222222222222,17.77777777777778,2.4000000000000004,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"c075997c-480b-4a86-8d3b-1500a59aa2fb","1-f195428e294ae3d3cc5f2c9fc923868f","sensor_001-room:001","01/03/24,16:17",3.26,4.15,1.68,3202.41,296.75,370.9,193.14,291.05,144.25,4.26,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"c15342c9-b4b8-4e78-a412-9927a4aa085a","1-65d1b1778a5ba865ce1a6f80248ea023","sensor_002-room:002","29/02/24,14:32",7.22,10.87,3.8,2.05,0.78,1.77,0.31,2.87,0.27,4.97,30.2,74,"Boa",17.77777777777778,8.88888888888889,2,36.579356690747176,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"c340e785-b7ac-4754-83fd-b46ae1d0c254","1-e435b8108a97e099bce27b3486decc90","sensor_001-room:001","01/03/24,15:45",9.99,16.1,5.3,3.85,1.3,2.79,0.54,4.26,0.46,6.61,28,68,"Boa",22.22222222222222,17.77777777777778,2.8000000000000003,30.40584262041286,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"c3454624-bddc-461c-84dd-d7fdad93c57f","1-6b64630116060091109631fee5184bd3","sensor_001-room:001","01/03/24,13:36",9.2,14.57,4.87,34411.55,2019.91,2084.06,1542.49,1293.39,1100.47,4.5,,,"Boa",22.22222222222222,0,2,,"Não encontrado"
"c49737a6-0c0d-4d19-b3cf-3411d1ba85e8","1-bc3984c7be1c6208fe5902692edb10db","sensor_001-room:001","01/03/24,17:27",4.73,6.51,2.46,3553.54,322.76,400.04,211.55,310.71,157.69,4.46,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"c54608f1-9509-4400-b331-208c6a5f24b6","1-2471b5f0a838904edcb856e8ccf1d134","sensor_001-room:001","01/03/24,16:59",5.16,7.23,2.69,4624.4,399.28,484.47,266.38,366.61,197.55,4.75,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"c5792218-825a-414e-9571-d0d5f37b491a","1-61634873788e9f8229b437e399f79754","sensor_001-room:001","01/03/24,15:39",9.53,15.2,5.05,4.56,1.49,3.16,0.62,4.74,0.53,6.45,28,69,"Boa",22.22222222222222,22.22222222222222,2.4000000000000004,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"c58d6bc6-9dea-4b49-a703-5dc99affb262","1-523d664c4dba47befa440c3cee34b727","sensor_001-room:001","01/03/24,17:36",5.14,7.2,2.68,4066.72,359.92,441.26,238.05,338.18,176.98,4.59,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"c5e3fa3f-d47b-44ef-a171-0f2d8121a67a","1-c6cf6280ad020bde62cdf47551f2775d","sensor_001-room:001","01/03/24,18:08",5.67,8.11,2.96,5603.11,466.26,557.02,315.11,413.6,232.82,4.78,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"c6c5f3bb-6f71-4bcf-a25b-d378fddc2661","1-78003c2666ba5a2e5f84715fa5b39b6b","sensor_001-room:001","01/03/24,17:18",4.35,5.88,2.26,3337.34,306.81,382.2,200.24,298.7,149.44,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"c7933f13-2468-46ab-abdf-440c02f7c94d","1-b6dacb82c3ceb45f95e96c78430b11d1","sensor_001-room:001","01/03/24,16:56",5.26,7.41,2.74,4816.96,412.66,499.05,276.06,376.13,204.57,4.77,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"c7af1a60-2c8c-41c1-8fae-d3f118b34863","1-837c40770f71ee0a647c1f28c3c11271","sensor_001-room:001","01/03/24,17:57",5.33,7.53,2.78,4456.66,387.54,471.63,257.91,358.2,191.4,4.64,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"c9643bee-7a87-4084-aea8-035109c9d7f7","2-f355318fcf1dea36c3f9aa072e0ebd8d","sensor_001-room:001","01/03/24,16:19",3.39,4.36,1.75,3753.75,337.37,416.3,221.94,321.59,165.26,4.26,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"c99a44fc-4e74-48a5-8ffd-7a2d677ae71d","1-d4cb192d7528fdfc1028801a7bef403d","sensor_001-room:001","01/03/24,16:36",4.18,5.61,2.17,4050.88,358.78,440.01,237.24,337.35,176.39,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"caf167af-c356-4da7-82f4-6ddc056137c0","1-ec225c71a86ca013c7b5b3f07dd996f4","sensor_001-room:001","01/03/24,17:30",5.13,7.17,2.67,3775.83,338.98,418.08,223.08,322.78,166.09,4.61,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"cb304fdf-d60f-4ca1-a767-6e4959ad47cc","1-dc5191cfc9cb168e4cc3bc5684e0344b","sensor_001-room:001","01/03/24,16:50",4.71,6.48,2.45,4430.72,385.72,469.63,256.59,356.89,190.45,4.51,,,"Boa",8.88888888888889,0,2,,"Não encontrado"
"cbcb1181-71a2-431f-96f5-fd78725c8df4","1-d293a41902e87807f032ff1258761668","sensor_001-room:001","01/03/24,18:03",5.71,8.17,2.98,5538.43,461.9,552.34,311.92,410.59,230.52,4.78,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"cc5f4737-eb74-4619-9422-f682c47f7fd5","1-ccbdced7b0d12f6e5242d4492ba21752","sensor_001-room:001","01/03/24,17:52",5.02,7,2.62,4163,366.78,448.83,242.97,343.19,180.56,4.58,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"cc9c7092-3a39-4c4b-845e-c132c230533d","1-1547fb02d90ea3d0af7a3fc4d0a10ee6","sensor_001-room:001","01/03/24,15:41",8.57,13.38,4.53,3.61,1.23,2.67,0.51,4.09,0.43,6.18,28,69,"Boa",22.22222222222222,17.77777777777778,2.4000000000000004,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"ccc85520-7760-4ec8-b71b-9f12bb96806c","1-bc953c8e59939decf064ea6692c99f33","sensor_001-room:001","01/03/24,16:12",3.12,3.94,1.61,3941.69,350.95,431.35,231.63,331.61,172.31,4.24,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"ccd39022-3aaf-4b41-9941-a2c74fbb84f8","1-a972509ac14d72da21f7fb63105bbdae","sensor_001-room:001","01/03/24,16:48",4.66,6.4,2.42,3926.32,349.85,430.13,230.84,330.8,171.74,4.5,,,"Boa",8.88888888888889,0,2,,"Não encontrado"
"ccdd7c90-e1f4-4257-8784-9c8b74b718a5","1-12517b0a3a4ee66a2ed7c9b922d67cd4","sensor_001-room:001","01/03/24,17:23",4.68,6.43,2.43,3317.74,305.35,380.57,199.21,297.59,148.69,4.45,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"cdd2b440-d1b1-4002-8022-00798f33f676","1-7f5428d4d588916769216fcdae1efd11","sensor_001-room:001","01/03/24,16:41",4.29,5.78,2.22,3865.44,345.46,425.27,227.71,327.57,169.46,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"ce00d2a5-57d9-45df-89f7-19acab49164b","1-2c68ebdc1e066bc82fd1bed4d7b86f77","sensor_001-room:001","01/03/24,16:15",3.17,4.02,1.63,3768.46,338.44,417.49,222.7,322.38,165.81,4.28,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"ce4f5175-cffe-46c7-a325-18709a59e260","1-3691f4166220369d2ff4fea1bd9ba648","sensor_001-room:001","01/03/24,17:11",3.96,5.25,2.05,2867.75,271.44,342.3,175.36,271.56,131.25,4.2,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"ce756916-e141-4827-bf7e-55c0837e6bd6","1-e81e72630d64ab6877623ec9b32992ff","sensor_001-room:001","01/03/24,13:06",11.26,18.61,5.99,3511841.75,84704.87,60148.93,88310.88,23635.38,57622.04,4.42,,,"Boa",26.666666666666668,0,1.6,,"Não encontrado"
"ce9525ac-d945-4a00-8ffd-43d90e183c83","1-f5bbd46864a229de4afab7404713805d","sensor_002-room:002","29/02/24,18:14",6.4,9.38,3.35,2.03,0.77,1.75,0.31,2.85,0.26,4.77,31.8,71,"Boa",13.333333333333334,8.88888888888889,2,40.181990233580194,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"cec2ade6-0499-4e45-88ec-9209c2d2578f","1-157c12fa47d8630ae690e61b78975e77","sensor_001-room:001","01/03/24,17:57",5.44,7.71,2.84,4705.99,404.97,490.67,270.49,370.66,200.53,4.71,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"cf3f3a47-08d0-4a14-95da-fb76ee6ccfc0","1-bf3c869fdb6acc2f9122c2d33bea5f06","sensor_002-room:002","29/02/24,17:39",6.49,9.54,3.4,1.47,0.6,1.39,0.23,2.33,0.2,4.8,32.3,71,"Boa",13.333333333333334,4.444444444444445,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"cf4f52fe-df3b-4a24-9f04-02327c9d7e82","1-48bb3e7bafca6aadd1e160de6e8d515a","sensor_001-room:001","01/03/24,16:53",4.49,6.11,2.33,4220.19,370.85,453.3,245.89,346.14,182.68,4.44,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"d30be027-bf4f-4cd7-9d4e-c6eb1924fc46","1-a4d26a3827928e028c603eb407549972","sensor_001-room:001","01/03/24,17:48",5.21,7.32,2.72,4154.9,366.21,448.19,242.56,342.77,180.26,4.58,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"d3c10ab7-9f98-467a-bf1e-fa3450380341","1-709069e66150552a52937631f918b285","sensor_001-room:001","01/03/24,12:51",12.66,21.46,6.76,,,,,,,4.4,,,"Boa",31.111111111111114,0,1.6,,"Não encontrado"
"d3f15d91-71bf-45da-a9c2-3ff1eae96eac","1-160da93aebafac75f3602200552d9d4a","sensor_001-room:001","01/03/24,16:50",4.81,6.64,2.5,4345.31,379.7,463.03,252.26,352.56,187.3,4.55,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"d408df42-8965-4357-9fd4-725ad2501873","1-f0a9c5e3c8da32f67f47ef98d9776f46","sensor_001-room:001","01/03/24,17:20",4.38,5.93,2.27,3498.26,318.7,395.51,208.66,307.66,155.58,4.39,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"d4bc47bc-ccdc-443e-8643-eb6990506115","1-085247cd2d04798671be0320796c33b1","sensor_001-room:001","01/03/24,16:36",4.06,5.42,2.1,3827.86,342.74,422.26,225.77,325.57,168.05,4.37,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"d4e313e2-827a-4749-8a0f-ee6bb09cbae7","1-cad10d29537c7c42586939ff29e0c4fc","sensor_001-room:001","01/03/24,17:41",4.74,6.53,2.47,3246.8,300.07,374.63,195.48,293.58,145.96,4.43,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"d6028488-2a1c-4717-adb4-58cedfa262e0","1-a4ccbeb118dcfae6edae108932ec3c8e","sensor_002-room:002","29/02/24,16:43",7.99,12.28,4.21,2.28,0.85,1.91,0.34,3.07,0.29,5.19,32.3,72,"Boa",17.77777777777778,8.88888888888889,2,42.08295421678485,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"d67b803e-2081-4d13-b6df-6a0ee44ef5a5","1-171be66866c6b1890bc88e99d6b5d159","sensor_002-room:002","29/02/24,15:18",7.68,11.71,4.04,2.51,0.92,2.05,0.37,3.26,0.32,5.13,30.8,74,"Boa",17.77777777777778,13.333333333333334,2,38.26408044994723,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"d752951c-c424-4760-8578-1dd744fc23f3","1-8ed156ae827c95290017ceac10c8b410","sensor_001-room:001","01/03/24,17:51",5.26,7.41,2.74,4353.78,380.3,463.69,252.69,352.99,187.62,4.63,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"d8e7366b-53e1-4bfe-ac21-fd004597b138","1-664cf28f7e7eee0f14367198d6472d33","sensor_001-room:001","01/03/24,18:02",5.85,8.42,3.06,5421.73,454.03,543.86,306.16,405.14,226.36,4.85,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"da46bf82-3515-4a9b-9cdf-09a620967de9","1-e76e3efcba884e110c72d5482d86f1a3","sensor_001-room:001","01/03/24,16:18",3.3,4.21,1.7,3259.59,301.02,375.7,196.15,294.31,146.45,4.24,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"dbd96438-2ace-43d9-a3df-cec0d504b6a0","1-fe18033292a528898621b26dd8ce5eb2","sensor_002-room:002","29/02/24,13:22",7.09,10.62,3.72,2.66,0.96,2.13,0.39,3.38,0.33,5.36,29.8,75,"Boa",17.77777777777778,13.333333333333334,2,35.757227789305055,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"dc156a33-3acf-4e78-8e69-613cea9abf14","1-568ee9b243e34fd96abe570374bbfbb2","sensor_001-room:001","01/03/24,17:09",4.18,5.61,2.17,2718.65,259.98,329.27,167.35,262.6,125.39,4.25,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"dc211103-1918-455d-ab8c-06e0d058e9d2","1-37e7bad1a0161a4fdaa21856b8b2208c","sensor_001-room:001","01/03/24,17:45",4.89,6.78,2.55,3880.58,346.55,426.48,228.49,328.37,170.02,4.51,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"dc657ae7-39dc-4f48-909a-1dc52dc87c85","1-c178dda201e72b34b59cdadd6a6a5285","sensor_001-room:001","01/03/24,16:21",3.51,4.54,1.81,3602.6,326.36,404.05,214.1,313.4,159.55,4.26,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"dcd868c6-f126-4976-a402-f5dba1af4521","1-3ba37df6f78ff8b3c30fa4e4b1c16388","sensor_001-room:001","01/03/24,16:40",4.29,5.78,2.22,4114.59,363.34,445.03,240.5,340.68,178.76,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"dcd8d74f-e2b0-4a42-b273-74fa4770f779","1-e8102cc7b7d5f96ff5562074188f3dd5","sensor_001-room:001","01/03/24,17:32",5.33,7.53,2.78,4353.78,380.3,463.69,252.69,352.99,187.62,4.69,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"dce69bc8-7767-4a3f-9375-e9ace5a4a41a","1-84c7bd39e9f3af9791cc2db0e4bc3ffc","sensor_001-room:001","01/03/24,18:07",5.78,8.3,3.02,5869.33,484.07,576.14,328.17,425.84,242.26,4.79,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"dd2fa60b-83c2-41ad-b6ad-4513ebf1c4c3","1-c05a3676440f2ca9112a478422e5df92","sensor_001-room:001","01/03/24,17:27",4.74,6.53,2.47,3324.26,305.84,381.11,199.55,297.96,148.94,4.45,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"dd56836e-180d-409d-9b62-0d2c5bd7747a","1-e9a5beee4e5b05b6868b7595b3d108d9","sensor_001-room:001","01/03/24,11:39",7.21,10.85,3.79,3.91,1.32,2.83,0.54,4.3,0.46,5.76,,,"Boa",17.77777777777778,17.77777777777778,2.4000000000000004,,"Não encontrado"
"dda7c236-5997-4bf4-9d1a-95c67c653e44","1-7d6d4059ac067b047c0c2d618c58e9f8","sensor_001-room:001","01/03/24,17:26",4.7,6.45,2.44,3457.34,315.69,392.14,206.53,305.4,154.03,4.44,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"df620e7c-9d2c-4be0-a9d5-0489317dbff5","1-3163d6ec0ef2366f73910754c6584a34","sensor_001-room:001","01/03/24,16:15",3.24,4.11,1.67,3645.18,329.47,407.52,216.31,315.72,161.16,4.28,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"df9215c2-1b7a-46f1-91cf-08cd0da0b1f1","1-1c26965eafd725a8594a5b4818d31e89","sensor_001-room:001","01/03/24,13:16",10.13,16.39,5.38,376699.47,13956.93,11869.2,12520.91,5815.04,8529.56,4.35,,,"Boa",22.22222222222222,0,1.6,,"Não encontrado"
"dfeda135-0c0d-4715-adae-e236f8b9863a","1-d66c42f6585a6eb5d50f3efe0a8d6df7","sensor_001-room:001","01/03/24,17:21",4.49,6.11,2.33,3370.27,309.25,384.94,201.97,300.54,150.7,4.4,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"e06a9d70-6b72-493e-b7a8-ec415bdf59c7","1-ee003290d01c1118fcec4186290973ef","sensor_001-room:001","01/03/24,16:49",4.86,6.72,2.53,4526.55,392.45,476.99,261.44,361.72,193.97,4.57,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"e0dd4fcf-493e-40c3-a871-2fba3fe0684f","1-bf04960a40e52a324c71d64abcea5457","sensor_001-room:001","01/03/24,13:51",8.54,13.32,4.51,14072.43,980.99,1087.95,705.37,737.56,512,4.57,,,"Boa",22.22222222222222,0,2,,"Não encontrado"
"e0f8ab16-df72-4ab2-838d-e526be9eda72","1-11d312f2a3be61bcacb0c14d05b8fd29","sensor_001-room:001","01/03/24,18:00",5.74,8.23,3,5115.57,433.2,521.35,290.98,390.61,215.38,4.79,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"e1956829-f42a-45f8-9531-0d2b20a763b0","1-cfd0f76044392fb071dfa5c1a7139e28","sensor_002-room:002","29/02/24,13:37",7.01,10.48,3.68,2.22,0.83,1.88,0.33,3.02,0.29,5.17,29.3,76,"Boa",17.77777777777778,8.88888888888889,2,34.669135328447254,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
